institution,type,doi,photo_article_title,photo_journal_title,photo_journal_volume,photo_journal_issue,photo_journal_year,photo_journal_inclusive_pages,photo_article_author,transaction_status,transaction_date,issn,base_fee,lending_library,reason_for_cancellation,call_number,location,maxcost,document_type,system_id,ifm_cost,copyright_payment_method,ccc_number,copyright_comp,article_title,journal_title,volume,issue,year,pages,article_author,x_1,cited_in,creation_date,photo_item_publisher,notes_on_access,notes,randon_number_generator,journal_volume,journal_issue,journal_year,journal_inclusive_pages,status,doi_input,doi_present,oabutton_query,oabutton_queryname,oabutton_match,oabutton_url,oabutton_type,oabutton_source,oabutton_title,oabutton_oa_result
pacific,borrow,10.1038/nn.4354,Connectivity precedes function in the development of the visual word form area,Nature neuroscience.,EPUB,EPUB,2016,EPUB,"Saygin, et al",Request Finished,42603.03278935185,1097-6256,NA,OHS,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/nn.4354,1,10.1038/nn.4354,doi,https://doi.org/10.1038/nn.4354,http://europepmc.org/backend/ptpmcrender.fcgi?accid=PMC5003691&blobtype=pdf,article,eupmc,NA,oa_found
pacific,borrow,10.1038/nn.4553,Amygdala inputs to prefrontal cortex guide behavior amid conflicting cues of reward and punishment.,Nature neuroscience.,EPUB,EPUB,2017,EPUB,Burgo-Robles,Request Finished,42856.67403935185,1097-6256,NA,MDY,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/nn.4553,1,10.1038/nn.4553,doi,https://doi.org/10.1038/nn.4553,http://europepmc.org/backend/ptpmcrender.fcgi?accid=PMC5448704&blobtype=pdf,article,eupmc,NA,oa_found
pacific,borrow,10.1038/pj.2013.78,Incorporating strongly triboluminescent europium dibenzoylmethide triethylammonium into simple polymers,Polymer journal.,46,NA,2014,111-116,"Fontenot, Hollerman, Bhat, Aggarwal, and Penn",Request Finished,42856.53153935185,0032-3896,NA,IYU,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/pj.2013.78,1,10.1038/pj.2013.78,doi,https://doi.org/10.1038/pj.2013.78,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1039/b906679a,Chemistry and Biology of Siderophores,Natural product reports : a journal of current developments in bio-organic chemistry.,27,NA,2010,637-657,Robert C. Hider and Xiaole Kong,Request Finished,42866.30587225694,NA,NA,KLG,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1039/b906679a,1,10.1039/b906679a,doi,https://doi.org/10.1039/b906679a,https://kclpure.kcl.ac.uk/portal/en/publications/chemistry-and-biology-of-siderophores(544f4e84-bc76-46b9-9770-f7110fc1e059).html,article,base,NA,oa_found
pacific,borrow,10.1055/s-0032-1332949,[Diphenhydramine addiction and detoxification. A systematic,"Psychiatrische Praxis : Sozialpsychiatrie, klinische Psychiatrie, Public Mental Health, Versorgungsforschung.",40,5,2013,248-51,Erbe S;Bschor T,Request Finished,42648.55752314815,1439-0876,NA,MDUNLM,NA,NA,NA,NA,Article,DOC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1055/s-0032-1332949,1,10.1055/s-0032-1332949,doi,https://doi.org/10.1055/s-0032-1332949,https://profile.thieme.de/HTML/sso/ejournals/login.htm?type=default&subsidiary=www.thieme-connect.de&hook_url=https%3A%2F%2Fwww.thieme-connect.de%2Fproducts%2Fejournals%2Fpdf%2F10.1055%2Fs-0032-1332949.pdf,article,oadoi,NA,oa_found
pacific,borrow,10.1080/00131911.2015.1008407,Using Rewards and Sanctions in the Classroom: Pupils' Perceptions of Their Own Responses to Current Behaviour Management Strategies,Educational review.,67,4,2015,483-,"Payne, Ruth,",Request Finished,42806.30203024305,0013-1911,NA,OIP,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/00131911.2015.1008407,1,10.1080/00131911.2015.1008407,doi,https://doi.org/10.1080/00131911.2015.1008407,http://eprints.whiterose.ac.uk/93320/,article,base,NA,oa_found
pacific,borrow,10.1080/00140130701194850,"Evaluation of the effect of backpack load and position during standing and walking using biomechanical, physiological and subjective measures",Ergonomics : the official publication of the Ergonomics Research Society.,50,5,2007,728-742,"Christa Devroey, Ilse Honkers, An de Becker, Gerlinde Lenaerts & Arthur Spaepen",Request Finished,42876.322438344905,0014-0139,NA,CSA,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/00140130701194850,1,10.1080/00140130701194850,doi,https://doi.org/10.1080/00140130701194850,https://limo.libis.be/primo-explore/fulldisplay?docid=LIRIAS836186&context=L&vid=Lirias&search_scope=Lirias&tab=default_tab&lang=en_US&fromSitemap=1,article,base,NA,oa_found
pacific,borrow,10.1080/00141844.2015.1028564,The Ethics of Patenting and Genetically Engineering the Relative Haloa.,Ethnos.,82,1,2017,44-,"Gugganig, Mascha,",Request Finished,42890.31737978009,0014-1844,NA,EAU,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/00141844.2015.1028564,1,10.1080/00141844.2015.1028564,doi,https://doi.org/10.1080/00141844.2015.1028564,http://mediatum.ub.tum.de/node?id=1364165,article,base,NA,oa_found
pacific,borrow,10.1080/00141844.2015.1028564,The Ethics of Patenting and Genetically Engineering the Relative Haloa.,Ethnos.,82,1,2017,44-,"Gugganig, Mascha,",Request Finished,42898.31389560185,0014-1844,NA,RRR,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/00141844.2015.1028564,1,10.1080/00141844.2015.1028564,doi,https://doi.org/10.1080/00141844.2015.1028564,http://mediatum.ub.tum.de/node?id=1364165,article,base,NA,oa_found
pacific,borrow,10.1080/00336297.2015.1084341,"What is physical literacy, really?",Quest.,67,4,2015,367-383,"Jurbala, Paul",Request Finished,42833.32924371528,0033-6297,NA,CFI,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/00336297.2015.1084341,1,10.1080/00336297.2015.1084341,doi,https://doi.org/10.1080/00336297.2015.1084341,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/00948705.2015.1036879,The Trouble With Stereotypes: A Reply To Morris.,Journal of the philosophy of sport.,42,2,2015,299-,"Lindsay, Peter,",Request Finished,42875.33607427083,0094-8705,NA,FHM,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/00948705.2015.1036879,1,10.1080/00948705.2015.1036879,doi,https://doi.org/10.1080/00948705.2015.1036879,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/01438830032000135683,"Cognition, society and religion: a new approach to the study of culture",Culture and religion.,4,2,2003,207-,"Martin, Luther H,",Request Finished,42742.312497604165,0143-8301,NA,VCN,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/01438830032000135683,1,10.1080/01438830032000135683,doi,https://doi.org/10.1080/01438830032000135683,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/0145935X.2012.665319,Spotlight on Deaf and Hard-of-Hearing Youth in Canada and Beyond.,Child & youth services.,33,1,2012,5-,"Erlich, Shoshana,",Request Finished,42856.29805914352,0145-935X,NA,III,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/0145935X.2012.665319,1,10.1080/0145935X.2012.665319,doi,https://doi.org/10.1080/0145935X.2012.665319,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/01459740.2013.775129,Pathways to Healing: Curative Travel among Muslims and Non-Muslims in Eastern East Africa,Medical anthropology.,33,1,2014,21-36,Parkin,Request Finished,42625.3187193287,0145-9740,NA,GETIT,NA,NA,NA,50.00,Article,OTH,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/01459740.2013.775129,1,10.1080/01459740.2013.775129,doi,https://doi.org/10.1080/01459740.2013.775129,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/01634372.2014.895472,“They Just Don’t Have a Clue”: Transgender Aging and Implications for Social Work,Journal of gerontological social work.,57,2-4,2014,386-406,"Siverskog, Anna,",Request Finished,42886.335720717594,0163-4372,NA,BDR,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/01634372.2014.895472,1,10.1080/01634372.2014.895472,doi,https://doi.org/10.1080/01634372.2014.895472,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/01688639108401073,Four studies comparing the Rey-Osterrieth and Taylor complex figures.,Journal of clinical and experimental neuropsychology : official journal of the International Neuropsychological Society.,13,4,1991,587-599,Tombaugh & Hubley,Request Finished,42879.32053336805,1380-3395,NA,NMW,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/01688639108401073,1,10.1080/01688639108401073,doi,https://doi.org/10.1080/01688639108401073,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/02640410802392715,Prolonged static stretching does not influence running economy despite changes in neuromuscular function.,Journal of sports sciences.,26,14,2008,1489-,"Allison, Sarah J.,",Delivered to Web,42912.8171875,0264-0414,NA,GZU,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/02640410802392715,1,10.1080/02640410802392715,doi,https://doi.org/10.1080/02640410802392715,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/02640410802482425,Effects of different shoe-lacing patterns on the biomechanics of running shoes.,Journal of sports sciences.,27,3,2009,267-,"Hagen, Marco,",Request Finished,42885.328549768514,0264-0414,NA,GZU,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/02640410802482425,1,10.1080/02640410802482425,doi,https://doi.org/10.1080/02640410802482425,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/02640414.2010.502946,Systematically increasing contextual interference is beneficial for learning sport skills,Journal of sports sciences.,28,12,2010,1277-1285,"JAred M. Porter, Richard A. Magill",Request Finished,42927.79361111111,0264-0414,NA,CFI,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/02640414.2010.502946,1,10.1080/02640414.2010.502946,doi,https://doi.org/10.1080/02640414.2010.502946,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/02640414.2016.1161215,A comparison of visual search strategies of elite and non-elite tennis players through cluster analysis.,Journal of sports sciences.,35,3,2017,241-,"Murray, Nicholas P",Request Finished,42953.30690528935,1466-447X,NA,SSC,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/02640414.2016.1161215,1,10.1080/02640414.2016.1161215,doi,https://doi.org/10.1080/02640414.2016.1161215,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/02770903.2016.1218012,University and public health system partnership: A real-life intervention to improve asthma management.,Journal of asthma.,epub,epub,2016,1-,"Melo, Janaina",Request Finished,42763.319297951384,0277-0903,NA,GAUCDG,NA,NA,NA,NA,Article,DOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/02770903.2016.1218012,1,10.1080/02770903.2016.1218012,doi,https://doi.org/10.1080/02770903.2016.1218012,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/0300443042000230537,Yoga for children in the mirror of the science: working spectrum and practice fields of the training of relaxation with elements of yoga for children,Early child development and care : ECDC.,175,4,2005,371-,"Gloeckner, N;Stueck, M",Request Finished,42870.31185173611,0300-4430,NA,BMU,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/0300443042000230537,1,10.1080/0300443042000230537,doi,https://doi.org/10.1080/0300443042000230537,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/03075079.2014.881349,Students' concern about indebtedness: a rank based social norms account,Studies in higher education.,40,7,2015,1307-,"Aldrovandi, Silvio",Request Finished,42692.32558946759,0307-5079,NA,RWB,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/03075079.2014.881349,1,10.1080/03075079.2014.881349,doi,https://doi.org/10.1080/03075079.2014.881349,http://wrap.warwick.ac.uk/65806/,article,base,NA,oa_found
pacific,borrow,10.1080/07294360.2016.1196475,Effects of active learning classrooms on student learning: a two-year empirical investigation on student perceptions and academic performance.,Higher education research & development.,36,2,2017,269-,"Chiu, Pit Ho Patrio,",Request Finished,42841.32085123842,0729-4360,NA,COF,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/07294360.2016.1196475,1,10.1080/07294360.2016.1196475,doi,https://doi.org/10.1080/07294360.2016.1196475,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/07315724.1992.10718229,"Dietary intake, exercise, obe- sity and noncommunicable disease in rural and urban populations of three Pacific Island countries.",Journal of the American College of Nutrition.,11,NA,1992,283–93,Taylor et al.,Request Finished,42767.304887997685,0731-5724,NA,IBS,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/07315724.1992.10718229,1,10.1080/07315724.1992.10718229,doi,https://doi.org/10.1080/07315724.1992.10718229,https://espace.library.uq.edu.au/view/UQ:703480,article,base,NA,oa_found
pacific,borrow,10.1080/07347324.2014.907012,Buddhist mindfulness as an influence in recent empirical CBT approaches to addiction: Convergence with the Alcoholics Anonymous model.,Alcoholism treatment quarterly.,32,2-3,2014,194-,"Dermatis,",Request Finished,42710.32526096065,0734-7324,NA,VLB,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/07347324.2014.907012,1,10.1080/07347324.2014.907012,doi,https://doi.org/10.1080/07347324.2014.907012,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/07421656.2002.10129724,Pulling out the Thorns: Art Therapy with Sexually Abused Children and Adolescents.,Art therapy : journal of the American Art Therapy Association.,19,1,2002,12-,"Pifalo, Terry",Request Finished,42779.31822137731,0742-1656,NA,CSA,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/07421656.2002.10129724,1,10.1080/07421656.2002.10129724,doi,https://doi.org/10.1080/07421656.2002.10129724,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/08322473.2001.11434754,Body centered art activity: development of lexithymic body awareness in occupational therapy and professional training.,The Canadian Art Therapy Association journal.,14,2,2001,29-,"Keller G,",Request Finished,42831.30776473379,0832-2473,NA,KLG,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/08322473.2001.11434754,1,10.1080/08322473.2001.11434754,doi,https://doi.org/10.1080/08322473.2001.11434754,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/08865710802310178,Structured sensory therapy (SITCAP-ART) for traumatized adjudicated adolescents in residential treatment.,Residential treatment for children & youth.,25,2,2008,167-,"Raider,",Request Finished,42928.320517326385,0886-571X,NA,FXN,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/08865710802310178,1,10.1080/08865710802310178,doi,https://doi.org/10.1080/08865710802310178,http://assets1.mytrainsite.com/500051/tlcsitcapartx.pdf,article,oadoi,NA,oa_found
pacific,borrow,10.1080/08975353.2010.483653,Hope and expectancy in solution-focused brief therapy.,Journal of family psychotherapy.,21,2,2010,132-,"Reiter,",Request Finished,42815.331453935185,0897-5353,NA,TXUWXT,NA,NA,NA,NA,Article,DOC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/08975353.2010.483653,1,10.1080/08975353.2010.483653,doi,https://doi.org/10.1080/08975353.2010.483653,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/08975353.2014.977681,"Narrative therapy for adoption issues in families, couples, and individuals: Rationale and approach.",Journal of family psychotherapy.,25,4,2014,330-,"Stokes,",Request Finished,42841.320844444446,0897-5353,NA,ABF,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/08975353.2014.977681,1,10.1080/08975353.2014.977681,doi,https://doi.org/10.1080/08975353.2014.977681,http://www.ucdenver.edu/academics/colleges/SchoolOfEducation/FacultyandResearch/Pages/Research.aspx,article,base,NA,oa_found
pacific,borrow,10.1080/09273972.2017.1305424,A review of Cochrane systematic reviews of interventions relevant to orthoptic practice.,Strabismus.,EPUB,EPUB,2017,1-11,Rowe,Request Finished,42871.51219907407,1744-5132,NA,OHS,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/09273972.2017.1305424,1,10.1080/09273972.2017.1305424,doi,https://doi.org/10.1080/09273972.2017.1305424,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/0951839022000014349,Culturally responsive teaching in special education for ethnically diverse students: setting the stage.,International journal of qualitative studies in education : QSE.,15,6,2002,613-,"Gay, Geneva,",Request Finished,42816.31789730324,0951-8398,NA,CTB,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/0951839022000014349,1,10.1080/0951839022000014349,doi,https://doi.org/10.1080/0951839022000014349,https://digilib.phil.muni.cz/handle/11222.digilib/130254,article,base,NA,oa_found
pacific,borrow,10.1080/09523360412331305763,"THOU DOST RUN AS IN FLOTATION"": FEMININITY, REASSURANCE AND THE EMERGENCE OF THE WOMEN'S MARATHON.",The international journal of the history of sport.,20,3,2003,17-,"Jutel, Annemarie,",Request Finished,42737.29700980324,0952-3367,NA,LSH,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/09523360412331305763,1,10.1080/09523360412331305763,doi,https://doi.org/10.1080/09523360412331305763,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/09523360500122830,"Women, Nationalism and the Beijing Olympics: Preparing for Glory",The international journal of the history of sport.,22,4,2005,530-544,"Jinxia, Dong",Request Finished,42711.297916979165,0952-3367,NA,EXW,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/09523360500122830,1,10.1080/09523360500122830,doi,https://doi.org/10.1080/09523360500122830,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/09638288.2016.1231846,Screening methods for post-stroke visual impairment: a systematic review,Disability and rehabilitation.,EPUB,EPUB,2016,1-13,hanna,Request Finished,42836.4819212963,1464-5165,62.9,PGU,NA,NA,NA,NA,Article,OCLC,NA,NA,122855877,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/09638288.2016.1231846,1,10.1080/09638288.2016.1231846,doi,https://doi.org/10.1080/09638288.2016.1231846,https://figshare.com/articles/Screening_methods_for_post-stroke_visual_impairment_a_systematic_review/3860055,article,base,NA,oa_found
pacific,borrow,10.1080/10401334.2012.741536,Application essays and future performance in medical school: Are they related?,Teaching and learning in medicine.,25,1,2013,55-,"Dong,",Delivered to Web,42908.68849259259,1040-1334,NA,OHUMTO,NA,NA,NA,NA,Article,DOC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/10401334.2012.741536,1,10.1080/10401334.2012.741536,doi,https://doi.org/10.1080/10401334.2012.741536,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/10409289.2016.1168227,Teachers' social-emotional capacity: Factors associated with teachers' responsiveness and professional commitment.,Early education and development.,27,7,2016,1018-,"Buettner,",Request Finished,42729.29950034722,1040-9289,NA,XNC,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/10409289.2016.1168227,1,10.1080/10409289.2016.1168227,doi,https://doi.org/10.1080/10409289.2016.1168227,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/10410236.2014.993296,Integrating Client and Clinician Perspectives on Psychotropic Medication Decisions: Developing a Communication-Centered Epistemic Model of Shared Decision Making for Mental Health Contexts.,Health communication.,31,6,2016,707-,"Mikesell, Lisa,",Request Finished,42828.29986747685,1041-0236,NA,GZU,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/10410236.2014.993296,1,10.1080/10410236.2014.993296,doi,https://doi.org/10.1080/10410236.2014.993296,https://cloudfront.escholarship.org/dist/prd/content/qt2236w1x2/qt2236w1x2.pdf?t=nxnz0u,article,oadoi,NA,oa_found
pacific,borrow,10.1080/10503300802702113,Achieving trustworthiness in qualitative research: a pan-paradigmatic perspective.,Psychotherapy research : journal of the Society for Psychotherapy Research.,19,4-5,2009,576-,"Williams, Elizabeth Nutt",Request Finished,42865.29862789351,1468-4381,NA,EYE,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/10503300802702113,1,10.1080/10503300802702113,doi,https://doi.org/10.1080/10503300802702113,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/10665680903260218,"Exploring the Relationships among Race, Class, Gender, and Middle School Students' Perceptions of School Racial Climate",Equity & excellence in education : University of Massachusetts School of Education journal.,42,4,2009,395-,"Watkins, Natasha D.,",Request Finished,42913.29324302083,1066-5684,NA,MDS,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/10665680903260218,1,10.1080/10665680903260218,doi,https://doi.org/10.1080/10665680903260218,NA,NA,NA,NA,oa_not_found
pacific,borrow,10.1080/1068310042000303076,False confessions in the lab: Do plausibility and consequences matter?,"Psychology, crime & law : PC & L.",12,1,2006,61-75,"Horselenberg R, Merckelbach H, Smeets T, Franssens D, Peters GY, Zeles G.",Request Finished,42834.30009417824,NA,NA,LAS,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/1068310042000303076,1,10.1080/1068310042000303076,doi,https://doi.org/10.1080/1068310042000303076,https://www.tandfonline.com/action/captchaChallenge?redirectUri=%2Fdoi%2Fabs%2F10.1080%2F1068310042000303076,article,base,NA,oa_found
pacific,borrow,10.1080/10810731003753117,Patients' perceptions of screening for health literacy: reactions to the newest vital sign.,Journal of health communication.,15,4,2010,402-,"VanGeest, Jonathan B",Request Finished,42806.302032326385,1087-0415,NA,KMS,NA,NA,NA,NA,Article,OCLC,NA,NA,NA,US:CCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/10810731003753117,1,10.1080/10810731003753117,doi,https://doi.org/10.1080/10810731003753117,NA,NA,NA,NA,oa_not_found
